user_id,2019-04,2019-06,2019-02,2019-01,2019-05,2019-08,2019-07,2019-03,2018-11,2018-12
1.5664E+12,0,0,0,0,0,2,0,0,0,0
1.55249E+12,1,0,0,0,0,0,0,0,0,0
1.56489E+12,0,0,0,0,0,2,0,0,0,0
1.55512E+12,0,0,0,0,0,1,0,0,0,0
1.56344E+12,0,0,0,0,0,0,1,0,0,0
1780,0,0,1,0,0,0,0,0,1,0
1.56641E+12,0,0,0,0,0,3,0,0,0,0
1783,0,0,0,0,0,0,0,0,7,0
1.56511E+12,0,0,0,0,0,2,0,0,0,0
1788,0,0,0,0,0,0,3,0,0,0
1791,0,0,1,2,0,0,0,0,0,3
1795,0,0,8,12,0,0,0,2,0,5
1799,0,0,0,0,0,0,0,0,1,0
1804,0,0,1,0,0,2,1,0,4,2
1805,0,0,0,5,0,0,0,0,0,0
1810,0,0,1,1,0,0,0,0,3,5
1813,0,0,0,5,0,0,0,0,1,8
1814,0,0,0,0,0,0,0,0,1,1
1819,0,0,3,1,1,0,0,0,0,0
1834,1,0,0,0,0,0,0,0,0,0
1.55949E+12,0,0,0,0,0,2,1,0,0,0
1.56551E+12,0,0,0,0,0,5,0,0,0,0
1.56395E+12,0,0,0,0,0,5,2,0,0,0
1967,0,0,0,2,0,0,0,0,5,2
1969,0,0,1,2,0,0,0,1,5,2
1983,0,0,0,0,0,0,0,0,0,1
1984,0,0,0,6,0,0,0,0,0,4
1986,0,0,0,1,0,0,0,0,0,1
1988,0,0,0,3,0,0,0,0,0,0
1996,0,0,0,9,0,0,0,0,0,3
1997,0,0,0,3,0,0,0,0,0,10
1999,0,0,0,1,0,0,0,0,7,5
2003,0,0,0,0,0,0,0,0,1,0
2005,3,0,2,2,0,1,1,1,0,3
2006,0,0,1,3,0,0,0,0,0,0
1.56464E+12,0,0,0,0,0,3,0,0,0,0
2026,0,0,0,0,0,0,0,0,3,0
2037,0,0,0,0,0,0,0,0,4,4
2038,0,0,0,3,0,0,0,0,0,1
2039,0,0,1,1,0,0,0,0,0,0
2040,0,0,3,2,0,0,0,0,0,7
2041,0,0,0,0,0,0,0,0,2,0
2042,0,0,2,8,0,0,0,1,6,8
2043,0,0,2,3,0,0,0,0,0,0
2046,0,0,2,15,0,0,0,0,1,8
2056,0,0,0,5,0,0,0,0,0,1
2057,0,0,3,2,0,0,0,0,0,0
2060,0,0,0,3,0,0,0,0,4,3
2073,0,0,2,6,0,0,0,0,0,2
2081,0,0,0,6,0,0,0,0,0,1
2082,0,0,1,4,0,0,0,0,0,0
2085,0,0,0,4,0,0,4,0,7,2
2089,0,0,1,4,0,0,0,0,0,0
1.56639E+12,0,0,0,0,0,1,0,0,0,0
2096,0,0,1,4,0,0,0,0,1,4
2098,0,0,0,4,0,0,0,0,0,0
1.56278E+12,0,0,0,0,0,0,1,0,0,0
2112,0,0,0,5,0,0,0,0,3,3
2114,0,0,0,0,0,0,0,0,1,0
2121,0,0,0,4,0,0,0,0,0,0
2125,0,0,0,3,0,0,0,0,4,4
2133,0,0,0,3,0,0,0,0,0,0
2142,0,0,0,1,0,0,0,0,0,0
2144,0,0,0,1,0,0,0,0,0,0
2154,0,0,0,5,0,0,0,1,1,1
2155,0,0,1,2,0,0,0,0,3,5
2171,0,0,0,0,0,0,0,0,1,0
2172,0,0,0,0,0,0,0,0,3,0
2203,0,0,1,1,0,0,0,0,0,0
1.56664E+12,0,0,0,0,0,5,0,0,0,0
2213,0,4,4,3,0,0,0,2,0,8
2216,0,0,0,1,0,0,0,0,2,1
2225,0,0,0,4,0,0,0,0,0,0
2241,0,0,0,2,0,0,0,0,0,0
2250,0,0,0,7,0,0,0,0,0,0
2257,0,0,0,0,0,0,0,0,0,1
2259,0,0,0,0,0,0,0,0,3,2
2264,0,0,0,3,0,0,0,0,0,0
2265,0,0,0,2,0,0,0,0,0,0
1.56343E+12,0,0,0,0,0,0,1,0,0,0
2272,0,0,0,0,0,0,0,0,3,1
2276,0,0,4,0,0,0,0,0,0,0
2278,0,0,0,1,0,0,0,0,1,0
2279,0,0,0,4,0,0,0,0,0,0
1.56645E+12,0,0,0,0,0,1,0,0,0,0
2284,0,0,0,3,0,0,0,0,0,5
2288,0,0,0,5,0,0,0,0,2,8
2289,0,0,0,0,0,0,0,0,0,4
2291,0,0,3,3,0,0,0,1,0,1
2293,0,0,0,1,0,0,0,0,0,0
2294,0,0,3,3,0,0,0,0,5,4
2295,0,0,2,9,0,0,0,0,0,2
2300,0,0,0,1,0,0,0,0,0,0
2302,0,0,0,5,0,0,0,0,0,0
2304,0,0,0,3,0,0,0,0,0,2
2310,0,0,0,3,0,0,0,0,0,0
2314,0,0,0,4,0,0,0,0,0,0
2315,0,0,0,3,0,0,0,1,0,0
2319,0,0,0,1,0,0,0,0,0,6
2320,0,0,0,1,0,0,0,0,0,0
2321,0,0,0,8,0,0,0,0,0,0
2322,0,0,2,4,0,0,0,0,0,0
2323,0,0,0,2,0,0,0,0,0,7
1.56343E+12,0,0,0,0,0,6,0,0,0,0
2331,0,0,0,2,0,0,0,0,0,1
2332,0,0,0,1,0,0,0,0,0,3
2337,0,0,0,2,0,0,0,0,0,0
2338,0,0,2,0,0,0,0,0,0,0
2344,0,0,0,0,0,0,0,0,1,2
2351,0,0,0,2,0,0,0,0,0,1
2354,0,0,1,0,0,0,0,0,0,0
2355,0,0,4,1,0,0,0,0,0,0
2362,0,0,0,1,0,0,0,0,0,0
2371,0,0,0,4,0,0,0,0,0,6
2386,0,0,0,4,0,0,0,0,0,4
2387,0,0,0,2,0,0,0,0,0,0
2388,0,0,1,0,0,0,0,0,0,0
2394,0,0,3,3,0,0,0,0,2,1
2396,0,0,0,0,0,0,0,0,1,5
2399,0,0,0,0,0,0,0,0,4,2
1.56607E+12,0,0,0,0,0,3,0,0,0,0
2403,0,0,0,3,0,0,0,0,2,0
2405,0,0,0,2,0,0,0,0,0,0
2410,0,0,1,4,0,0,0,0,0,0
2432,0,0,0,8,0,0,0,0,0,2
2447,0,0,0,1,0,0,0,0,0,0
1.56485E+12,0,0,0,0,0,1,0,0,0,0
2470,0,0,0,3,0,0,0,0,0,1
2472,0,0,1,2,0,0,0,0,0,0
1.56632E+12,0,0,0,0,0,1,0,0,0,0
2481,0,0,1,0,0,0,0,0,0,0
2483,0,0,0,4,0,0,0,0,0,0
2493,0,0,1,0,0,0,0,0,0,0
2500,0,0,0,0,0,0,0,0,2,0
2501,0,0,0,1,0,0,0,0,0,0
2508,0,0,0,0,0,0,0,0,1,0
2509,0,0,0,4,0,0,0,0,0,0
2510,0,0,0,3,0,0,0,0,6,3
2519,0,0,0,0,0,0,0,0,5,0
2523,0,0,0,7,0,0,0,0,0,2
2525,0,0,0,3,0,0,0,0,0,0
2526,0,0,2,0,0,0,0,0,0,0
2531,0,0,0,1,0,1,0,0,7,2
2533,1,0,0,2,0,1,0,0,0,0
2539,0,0,0,0,0,0,0,0,0,1
2551,0,0,0,0,0,0,0,0,7,3
2554,0,0,1,0,0,0,0,0,0,0
2558,0,0,0,6,0,0,0,0,0,0
2562,0,0,0,2,0,0,0,0,0,0
2567,0,0,2,0,0,0,0,0,0,0
2577,0,0,0,0,0,0,0,0,8,5
2578,0,0,0,0,0,0,0,0,5,0
2583,0,0,0,0,0,0,0,0,0,1
1.56507E+12,0,0,0,0,0,1,0,0,0,0
2594,0,0,1,10,0,0,0,0,3,7
2595,0,0,2,2,0,0,0,0,0,0
2596,0,0,0,0,0,0,0,0,0,4
2599,0,0,1,2,0,0,0,0,0,0
1.56647E+12,0,0,0,0,0,2,0,0,0,0
2604,0,0,2,0,0,0,0,0,0,0
2610,0,0,0,0,0,0,0,1,0,0
2611,0,0,1,2,0,0,0,0,0,0
2612,0,0,0,0,0,0,0,0,0,1
2613,0,0,0,0,0,0,0,0,4,2
1.56585E+12,0,0,0,0,0,2,0,0,0,0
2618,1,0,0,15,0,0,0,0,0,1
2623,0,0,2,1,0,0,0,0,0,0
2624,0,0,3,1,0,0,0,0,0,0
2625,0,0,0,0,0,0,0,0,0,1
1.56683E+12,0,0,0,0,0,1,0,0,0,0
2651,2,0,3,17,0,0,0,0,3,7
2655,0,0,1,2,0,0,0,0,0,0
2660,0,0,3,1,0,0,0,0,0,0
2667,1,1,0,3,0,0,1,0,4,1
2668,0,0,1,0,0,0,0,0,6,1
2671,0,0,0,6,0,0,0,0,1,0
2673,0,0,0,0,0,0,0,0,2,2
2675,0,0,0,0,0,0,0,0,2,4
2677,0,0,1,4,0,0,0,0,0,0
2679,0,0,1,0,0,0,0,0,0,1
2680,0,0,3,0,0,0,0,0,0,0
1.5664E+12,0,0,0,0,0,5,0,0,0,0
2682,0,0,0,7,0,0,0,0,1,9
2696,0,0,0,0,0,0,0,0,0,2
2699,0,0,0,2,0,0,0,0,4,8
2700,0,0,2,4,0,0,0,0,2,9
2701,0,0,1,5,0,0,0,0,0,8
2702,0,0,0,0,0,0,0,0,0,9
2703,0,0,0,2,0,0,0,1,0,2
2705,0,0,1,2,0,0,0,0,0,2
2708,2,0,0,3,0,0,0,1,3,7
2711,0,0,0,1,0,0,0,0,0,0
2718,0,0,1,0,0,0,0,0,0,0
2720,0,0,0,2,0,0,0,0,8,5
2721,0,0,0,2,0,0,0,0,0,0
2723,0,0,0,0,0,0,0,0,1,3
2724,0,0,0,4,0,0,0,0,0,0
1.56622E+12,0,0,0,0,0,6,0,0,0,0
2728,0,0,0,3,0,0,0,0,0,1
2729,0,0,1,2,0,0,0,0,0,7
1.56516E+12,0,0,0,0,0,4,0,0,0,0
2739,0,0,1,3,0,0,0,0,1,6
2741,0,0,1,5,0,0,0,1,0,0
2744,0,0,2,4,0,0,0,0,0,0
2746,1,1,2,12,2,2,5,5,2,9
1.56525E+12,0,0,0,0,0,1,0,0,0,0
1.56611E+12,0,0,0,0,0,3,0,0,0,0
2754,0,0,3,8,0,0,0,0,0,0
2756,0,0,1,5,0,0,0,0,8,4
2761,0,0,3,1,0,0,0,0,0,5
2768,1,0,2,2,0,0,0,3,4,7
2769,5,0,4,17,0,0,0,0,0,8
2770,0,0,0,0,0,0,0,0,0,6
2771,0,0,0,2,0,0,0,0,0,0
2773,0,0,0,9,0,0,0,0,4,3
2775,2,0,1,2,0,0,0,0,4,3
2778,0,0,1,4,0,0,0,0,0,2
2779,1,0,1,0,0,0,0,2,7,3
2780,0,0,0,3,0,0,0,0,0,0
2781,0,0,0,2,0,0,0,0,0,8
2782,0,0,0,0,0,0,0,0,4,3
2783,0,0,0,2,0,0,0,0,0,0
2786,0,0,0,0,0,0,0,0,2,2
2789,0,0,2,2,0,0,0,3,7,2
2790,0,0,1,0,0,0,0,1,7,2
2792,0,0,0,2,0,0,0,0,6,5
1.5651E+12,0,0,0,0,0,1,0,0,0,0
2795,0,0,0,5,0,0,0,0,0,0
2800,0,0,0,2,0,0,0,0,0,5
2801,0,0,0,5,0,0,0,0,8,3
2806,0,0,1,3,0,0,0,0,0,0
2811,0,0,0,1,0,0,0,0,2,3
2812,0,0,1,2,0,0,0,0,0,0
2814,0,0,2,1,0,0,0,0,0,0
2817,0,0,0,0,0,0,0,0,2,1
2823,0,0,0,0,0,0,0,2,6,4
2827,0,0,0,0,0,0,0,0,1,0
2828,1,0,0,2,0,0,0,2,7,3
2829,0,1,1,2,0,0,0,0,2,1
2830,0,0,0,3,0,0,0,0,6,4
2831,0,0,1,5,0,0,0,0,0,11
2836,0,0,0,6,0,0,0,0,3,2
2837,0,0,1,5,0,0,0,0,5,2
2842,0,0,1,1,0,0,0,0,0,0
2844,0,0,0,6,0,0,0,0,0,2
2845,0,0,0,1,0,0,0,0,0,0
2846,0,0,0,3,0,0,0,0,0,0
2849,0,0,0,0,0,0,0,0,0,1
2854,0,0,0,0,0,0,0,0,5,1
2857,0,0,0,6,0,0,0,0,0,1
2860,0,0,2,3,0,0,0,0,0,5
2861,0,0,0,0,0,0,0,0,5,2
2866,0,0,0,3,0,0,0,0,1,1
2877,0,0,0,1,0,0,0,0,5,2
2882,0,0,0,0,0,0,0,0,4,0
2884,0,0,0,2,0,0,0,0,0,2
2885,0,0,2,0,0,0,0,0,6,4
2886,0,0,0,1,0,0,0,0,0,0
2891,0,0,1,0,0,0,0,0,0,0
1.5633E+12,0,0,0,0,0,3,0,0,0,0
2894,0,0,2,0,0,0,0,0,0,0
2900,0,0,0,3,0,0,0,0,1,4
2904,1,0,0,6,0,0,0,1,3,8
2908,0,0,0,13,0,0,0,1,2,4
2913,0,0,0,0,0,0,0,0,2,0
2921,0,0,5,19,0,0,0,1,0,7
2926,0,0,1,5,0,0,0,0,0,0
2927,0,0,0,0,0,0,0,0,0,1
2933,0,0,0,2,0,0,0,0,0,3
2934,0,0,0,1,0,0,0,0,0,7
2935,0,0,2,5,0,0,0,0,0,3
2936,0,0,0,0,0,0,0,0,1,0
2937,0,0,1,0,0,2,1,0,0,0
2938,0,0,0,0,0,0,0,0,2,2
2939,0,0,1,4,0,0,0,0,0,2
2940,0,0,0,1,0,1,1,0,0,0
2944,0,0,2,4,0,0,0,0,3,3
2945,0,0,0,4,0,0,0,0,3,5
2946,0,0,2,10,0,0,0,0,8,5
2947,0,0,1,3,0,0,0,0,0,0
2952,0,0,1,5,0,0,0,0,0,0
2956,0,0,0,7,0,0,0,0,0,0
2960,1,0,0,2,0,0,0,2,2,4
2963,0,0,4,6,0,0,0,0,4,5
2964,0,0,0,0,0,0,0,0,0,1
2969,0,0,0,0,0,0,0,0,2,0
2974,0,0,0,0,0,0,0,0,0,2
2976,0,0,0,0,0,0,0,0,2,0
2988,0,0,0,0,0,0,0,0,0,4
2989,0,0,0,0,0,0,0,0,8,1
2991,0,0,0,0,0,0,0,0,3,0
2998,0,0,1,2,0,0,0,0,3,4
3005,0,0,0,1,0,0,0,0,0,1
3015,0,0,0,0,0,0,0,0,1,0
3017,0,0,0,1,0,0,0,0,0,0
3018,0,0,0,3,0,0,0,0,0,5
3026,0,0,0,1,0,0,0,0,1,10
3028,0,0,0,0,0,0,0,0,1,0
3032,0,0,0,0,0,0,0,0,1,0
3034,0,0,0,0,0,0,0,0,1,0
3036,0,0,0,0,0,0,0,0,1,0
3037,0,0,0,0,0,0,0,0,1,0
1.56649E+12,0,0,0,0,0,3,0,0,0,0
3039,0,0,0,1,0,0,0,0,0,0
3042,0,0,0,3,0,0,0,0,0,0
3047,0,0,0,0,0,0,0,0,1,0
3053,0,0,1,4,0,0,0,0,7,6
3054,0,0,0,12,0,0,0,0,7,5
3055,0,0,0,0,0,0,0,0,0,1
1.56389E+12,0,0,0,0,0,1,0,0,0,0
3057,0,0,0,10,0,0,0,0,7,5
3063,0,0,0,0,0,0,0,0,1,0
3064,0,0,1,9,0,0,0,0,2,9
3067,0,0,0,0,0,0,1,0,1,0
3070,3,0,1,6,2,2,2,1,0,0
3074,0,0,0,6,0,0,0,0,0,0
3075,0,0,2,3,0,0,0,0,0,0
3079,0,0,0,6,0,1,0,0,0,6
3080,0,0,1,2,0,0,0,0,1,0
3081,0,0,0,1,0,0,0,0,3,1
3083,0,0,0,2,0,0,0,0,0,2
3084,0,0,0,1,0,0,0,0,5,5
3085,0,0,0,1,0,0,0,0,8,5
3086,2,0,0,2,0,0,0,1,1,8
3088,0,0,0,2,0,0,0,0,1,12
3091,0,0,0,2,0,0,0,0,0,0
3092,0,0,0,0,0,0,0,0,5,0
3095,0,0,0,0,0,0,0,0,1,0
3101,0,0,0,0,0,1,0,0,7,0
3102,0,0,0,2,0,0,0,0,8,4
3104,0,0,1,5,0,0,0,0,1,1
3106,0,0,1,1,0,0,0,3,7,3
3107,0,0,1,1,0,0,0,1,7,3
3108,0,0,0,0,0,0,0,0,1,0
3110,0,0,0,4,0,0,0,0,1,0
3111,0,0,0,0,0,0,0,0,2,0
3112,0,0,0,4,0,0,0,0,2,6
3115,0,0,1,2,0,0,0,0,7,4
3117,0,0,2,0,0,0,0,1,6,3
3120,0,0,0,0,0,0,0,1,2,0
3122,0,0,0,0,0,0,0,0,2,0
3125,0,0,0,7,1,0,0,0,7,7
3126,0,0,0,0,0,0,0,0,0,2
3127,0,0,0,0,0,0,0,0,6,5
3128,0,0,0,1,0,0,0,0,6,5
3129,0,0,0,0,0,0,0,0,6,4
3134,0,0,0,3,0,0,0,0,4,1
3135,0,0,0,0,0,0,0,0,5,0
3137,1,0,1,4,0,0,0,2,7,6
3139,1,0,0,3,0,0,0,0,7,5
3144,0,0,0,3,0,0,0,0,7,0
1.56648E+12,0,0,0,0,0,1,0,0,0,0
3148,1,0,1,9,0,0,0,3,7,4
3149,0,0,0,1,0,0,0,0,0,1
3150,0,2,0,0,1,2,3,0,1,0
3152,0,0,0,1,1,0,0,0,5,3
3153,0,0,3,0,0,0,0,0,1,0
3155,0,0,0,0,0,0,0,0,1,0
3157,0,0,0,0,0,0,0,0,1,0
3158,0,0,0,0,0,0,0,0,1,0
3159,0,0,0,0,0,0,0,0,1,0
3160,0,0,0,0,0,0,0,0,2,0
3161,0,0,1,2,0,0,0,0,0,0
3162,0,0,0,1,0,0,0,0,4,5
3163,0,0,0,1,0,0,0,0,3,2
3164,0,0,0,0,0,0,0,0,4,0
1.567E+12,0,0,0,0,0,1,0,0,0,0
3167,0,0,0,0,0,0,0,0,1,0
3168,0,0,1,1,0,0,0,2,4,3
3169,0,0,0,1,0,0,0,0,0,0
3170,0,0,0,2,0,0,0,0,2,0
3171,0,0,0,2,0,0,0,0,6,3
3172,1,1,0,3,0,0,0,0,3,4
3176,0,0,0,0,0,0,0,0,5,1
3178,1,0,1,4,0,5,0,0,7,2
3179,0,0,0,1,0,0,0,0,6,0
3180,0,0,0,0,0,0,0,0,2,0
3181,0,0,1,2,0,0,0,0,2,0
3182,0,0,0,1,0,0,0,0,5,7
3183,0,0,1,1,0,0,0,0,0,3
3184,0,0,0,0,0,0,0,0,1,0
3186,0,0,0,0,0,0,0,0,1,3
3187,1,0,0,1,0,0,0,0,6,3
3188,0,0,0,0,0,0,0,0,1,0
3190,0,0,0,0,0,0,0,0,5,0
3191,0,0,0,1,0,0,0,0,1,0
3192,0,0,0,0,0,0,0,0,1,0
3194,0,0,0,2,0,3,2,0,4,5
3195,0,0,0,0,0,0,0,0,0,3
3198,0,0,2,4,0,0,0,0,1,2
3199,0,0,0,0,0,0,0,0,1,0
3200,0,0,1,4,0,0,0,0,0,6
3201,0,0,4,5,0,0,0,0,5,3
3202,0,0,0,6,0,0,0,0,0,0
3203,0,0,1,1,0,0,0,0,0,7
3204,0,0,0,0,0,0,0,0,8,2
3206,0,0,0,1,0,0,0,0,3,1
3207,0,0,0,0,0,0,0,0,1,0
3208,1,0,0,3,0,0,0,0,7,4
3209,0,0,0,0,0,0,0,0,2,0
3210,0,0,0,0,0,0,0,0,1,0
3211,0,0,0,1,0,0,0,0,2,4
3213,0,0,0,1,0,0,0,0,5,1
3214,2,0,0,1,0,1,1,0,7,0
3215,0,0,1,5,0,0,0,0,1,0
3216,0,0,1,0,0,0,0,0,0,0
3217,0,0,1,0,0,0,0,0,6,6
3218,0,0,2,4,0,0,0,0,0,0
3219,0,0,0,0,0,0,0,0,2,0
3220,0,1,1,0,0,2,2,0,7,2
3222,0,0,1,3,0,0,0,0,0,0
3224,0,0,0,0,0,0,0,0,3,0
3230,0,0,0,0,0,0,0,0,1,0
3231,0,0,0,3,0,0,0,0,4,6
3233,0,0,0,1,0,0,0,0,1,4
3236,1,0,0,0,0,0,0,0,2,1
3239,0,0,0,0,0,0,0,0,2,0
3240,0,0,2,0,0,0,0,0,3,0
3241,0,0,1,3,0,0,0,0,6,1
3243,0,0,1,1,0,0,0,0,4,1
3244,0,0,0,0,0,0,0,0,4,0
3245,0,0,0,2,0,0,0,0,0,2
3246,0,0,0,0,0,0,0,0,2,0
3247,0,0,0,0,0,0,0,0,1,0
3249,0,0,0,0,0,0,0,0,5,1
3251,0,0,0,1,0,0,0,0,4,5
3255,0,0,1,0,0,0,0,0,5,6
3256,0,0,0,2,0,0,0,0,7,3
3258,0,0,0,3,0,0,0,0,1,0
3262,0,0,0,6,0,0,0,0,0,10
3267,0,0,0,0,0,0,0,0,1,0
3268,0,2,0,0,0,1,0,0,2,0
3269,0,0,0,0,0,0,0,0,1,0
3270,0,0,1,4,0,0,0,0,0,0
1.56623E+12,0,0,0,0,0,3,0,0,0,0
3272,0,0,1,4,0,0,0,0,7,6
3273,0,0,1,2,0,0,0,0,5,2
3274,0,0,0,2,0,0,0,0,0,6
3275,0,0,0,0,0,0,0,0,2,0
3276,0,0,0,0,0,0,0,0,5,0
3277,1,0,0,0,0,0,0,0,5,0
3278,0,0,0,0,0,0,0,0,6,6
3279,0,0,0,0,0,0,0,0,3,1
3282,0,0,0,0,0,0,0,0,1,2
3283,1,0,0,1,0,0,0,0,4,4
3284,0,0,0,7,0,0,0,0,4,5
3286,0,0,0,1,0,0,0,0,0,0
3290,0,0,0,1,0,0,0,0,1,3
3291,0,0,0,0,0,0,0,0,5,1
3292,0,0,0,5,0,0,0,0,2,4
3293,0,0,0,0,0,0,0,0,2,0
3294,0,0,0,0,0,0,0,0,7,0
3296,0,0,0,0,0,0,0,0,2,5
3297,0,0,0,0,0,0,0,0,6,4
3299,0,0,0,0,0,0,0,0,2,0
3300,0,0,0,0,0,0,0,0,1,0
3301,0,0,0,0,0,0,0,0,1,0
3302,0,0,0,0,0,0,0,0,2,0
3303,0,0,0,2,0,0,0,0,3,6
3304,0,0,0,0,0,0,0,0,2,0
3306,0,0,0,2,0,0,0,1,1,5
3307,0,0,0,0,0,0,0,0,1,0
3309,0,0,0,1,0,0,0,0,2,0
3312,0,0,0,1,0,0,0,0,3,2
3314,0,0,1,1,0,0,0,2,4,3
3315,0,0,1,2,0,0,0,0,7,1
3316,0,0,0,3,0,0,0,0,1,3
3317,0,0,1,1,0,0,0,0,1,5
3318,0,0,1,0,0,0,0,0,0,0
3319,0,0,1,0,0,0,0,0,2,6
3321,0,0,0,1,0,0,0,0,1,4
3322,0,0,0,4,0,0,0,0,2,1
3323,0,0,0,0,0,0,0,0,0,1
3328,1,0,0,5,0,0,0,1,4,1
3333,0,0,0,0,0,0,0,0,0,4
1.56681E+12,0,0,0,0,0,3,0,0,0,0
3335,0,0,0,0,0,0,0,0,1,0
3338,0,0,0,2,0,0,0,0,2,6
3339,0,0,1,3,0,0,0,0,3,10
3340,0,0,0,0,0,0,0,0,5,3
3342,0,0,0,3,0,0,0,0,6,5
3343,0,0,0,0,0,0,0,0,3,0
1.56404E+12,0,0,0,0,0,4,1,0,0,0
3346,0,0,0,0,0,0,0,0,5,0
3347,0,0,0,8,0,0,0,0,6,6
3348,0,0,0,0,0,0,0,0,3,0
3349,0,0,0,0,0,0,0,0,3,5
3350,0,0,0,0,0,0,0,0,2,5
3351,0,0,0,10,0,0,0,0,4,8
3352,0,0,0,0,0,0,0,0,1,0
3354,3,0,1,3,0,0,0,2,6,6
3355,0,0,1,4,0,0,0,0,6,6
3356,0,0,0,0,0,0,0,0,2,0
3357,0,0,1,3,0,0,0,0,5,3
3358,0,0,0,0,0,0,0,0,1,0
3359,0,0,0,0,0,0,0,0,2,0
3363,0,0,1,2,0,0,0,0,0,0
3364,0,0,0,0,0,0,0,0,4,0
3366,0,0,0,0,0,0,0,0,0,3
3367,0,0,0,0,0,0,0,0,2,0
3373,0,0,0,2,0,0,0,0,4,6
3374,0,0,0,0,0,0,0,0,1,0
3376,0,0,0,1,0,0,0,0,0,0
3377,0,0,0,0,0,0,0,0,2,0
1.56632E+12,0,0,0,0,0,1,0,0,0,0
3382,0,0,1,2,0,0,0,0,3,6
3383,0,0,0,0,0,0,0,0,4,1
3384,0,0,0,1,0,0,0,0,6,2
3391,0,0,0,5,0,0,0,0,0,0
3392,0,0,0,1,0,0,0,0,2,10
3393,0,0,0,3,0,0,0,0,0,5
3394,0,0,0,0,0,0,0,0,2,0
3396,0,0,1,1,1,0,0,0,2,7
3400,0,0,0,14,0,0,0,0,3,5
3401,0,0,0,2,0,0,0,0,1,3
3402,0,0,2,1,0,0,0,2,3,6
3405,0,0,0,0,0,0,0,0,1,0
3406,0,0,0,2,0,0,0,0,0,4
3407,0,0,0,3,0,0,0,1,0,0
3413,0,0,0,4,0,0,0,0,0,0
3414,0,0,2,1,0,0,0,1,2,4
1.56404E+12,0,0,0,0,0,3,0,0,0,0
3416,0,0,0,0,0,0,0,0,3,2
3418,0,0,0,0,0,0,0,0,1,0
3419,0,0,0,0,0,0,0,0,1,0
3421,0,0,0,0,0,0,0,0,1,0
3422,0,0,0,1,0,0,0,0,0,7
3423,0,0,0,3,0,0,0,0,1,0
3425,0,0,0,1,0,0,0,0,1,7
3426,0,0,0,0,0,0,0,0,2,0
3429,0,0,0,1,0,0,0,0,0,0
3433,0,0,0,0,0,0,0,0,2,0
3435,0,0,0,0,0,0,0,0,2,0
3440,0,0,0,4,0,0,0,0,2,3
3446,0,0,0,0,0,0,0,0,3,2
1.56614E+12,0,0,0,0,0,4,0,0,0,0
3449,0,0,0,0,0,0,0,1,3,6
3451,0,0,0,2,0,0,0,0,2,2
3452,0,0,0,0,0,0,0,0,1,0
3453,0,0,0,1,0,0,0,0,0,0
3455,0,0,2,0,0,0,0,0,0,0
